,-2,-1,54,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,92,94,95,97
-2,0.663834307,0.967479675,1,1,1,0.956521739,1,0.904761905,1,0.914285714,1,1,0.9625,1,0.935483871,1,0.902912621,0.948805461,0.866666667,0.829145729,0.861111111,0.883084577,0.879518072,0.837209302,0.866096866,0.75,0.753424658,1,0.845070423,0.927536232,1,0.723404255,0.024390244,0.661290323,0.75,0.5,0.465116279,0.024390244,0,1,0.024390244
-1,0.02943631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002849003,0.25,0.006849315,0,0.014084507,0,0,0.042553191,0.024390244,0,0,0,0.023255814,0.024390244,0,0,0.024390244
54,0.000151734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
56,0.000455201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
58,0.000758668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
59,0.002427737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
60,0.000151734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
61,0.002882938,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
62,0.000455201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
63,0.009483347,0,0,0,0,0,0,0.047619048,0,0.042857143,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
64,0.001289735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
65,0.002503604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
66,0.030422578,0,0,0,0,0,0,0,0,0.014285714,0,0,0.020833333,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
67,0.000758668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
68,0.011607617,0,0,0,0,0,0,0,0,0.028571429,0,0,0.004166667,0,0,0,0.014563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
69,0.001441469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
70,0.026932706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024193548,0,0.048543689,0.003412969,0,0.010050251,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
71,0.027767241,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0.024271845,0.003412969,0,0.025125628,0.027777778,0.002487562,0,0,0.005698006,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
72,0.001517336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
73,0.023594568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,0.027303754,0.066666667,0.065326633,0.055555556,0.017412935,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
74,0.003338138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003412969,0.066666667,0.010050251,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
75,0.055003414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013651877,0,0.060301508,0.055555556,0.062189055,0.060240964,0,0.014245014,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
76,0.007359077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017412935,0,0,0.005698006,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
77,0.004779607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046511628,0.005698006,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
78,0.04331993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009950249,0.060240964,0.11627907,0.045584046,0,0.068493151,0,0.021126761,0,0,0,0.024390244,0.016129032,0,0,0,0.024390244,0,0,0.024390244
79,0.000682801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
80,0.010393749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045584046,0,0.047945205,0,0.021126761,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
81,0.001441469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
82,0.016463091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102739726,0,0.070422535,0.072463768,0,0.021276596,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
83,0.006221076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0.007042254,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
84,7.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
85,0.004324406,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021126761,0,0,0.042553191,0.024390244,0.080645161,0,0,0,0.024390244,0.333333333,0,0.024390244
86,0.000151734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
87,0.005158941,0.008130081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170212766,0.024390244,0.161290323,0,0,0.139534884,0.024390244,0,0,0.024390244
88,0.000151734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0.016129032,0.25,0,0,0.024390244,0,0,0.024390244
89,0.000151734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
90,0.002503604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0.064516129,0,0.5,0.372093023,0.024390244,0,0,0.024390244
92,7.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
94,0.000379334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0.666666667,0,0.024390244
95,7.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
97,7.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0.024390244
